date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-07,CTRU,NETAPP INC,NTAP,64110D104,2152,171751.12,0.98
2022-04-07,CTRU,PAGERDUTY INC,PD,69553P100,5236,171060.12,0.98
2022-04-07,CTRU,QUALYS INC,QLYS,74758T303,1253,171911.60,0.98
2022-04-07,CTRU,ROKU INC,ROKU,77543R102,1438,171596.54,0.98
2022-04-07,CTRU,SPROUT SOCIAL INC - CLASS A,SPT,85209W109,2225,171124.75,0.98
2022-04-07,CTRU,GLOBANT SA,GLOB,L44385109,688,171195.04,0.98
2022-04-07,CTRU,CANADA GOOSE HOLDINGS INC,GOOS,135086106,6765,170207.40,0.97
2022-04-07,CTRU,DYNATRACE INC,DT,268150109,3810,169087.80,0.97
2022-04-07,CTRU,HUBSPOT INC,HUBS,443573100,374,169048.00,0.97
2022-04-07,CTRU,KLA CORP,KLAC,482480100,491,169026.75,0.97
2022-04-07,CTRU,SPLUNK INC,SPLK,848637104,1245,170340.90,0.97
2022-04-07,CTRU,TELADOC HEALTH INC,TDOC,87918A105,2496,168979.20,0.97
2022-04-07,CTRU,TERADYNE INC,TER,880770102,1519,168912.80,0.97
2022-04-07,CTRU,ASML HOLDING NV-NY REG SHS,ASML,N07059210,270,169697.70,0.97
2022-04-07,CTRU,BILL.COM HOLDINGS INC,BILL,090043100,788,167733.68,0.96
2022-04-07,CTRU,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,793,167497.46,0.96
2022-04-07,CTRU,IPG PHOTONICS CORP,IPGP,44980X109,1646,168171.82,0.96
2022-04-07,CTRU,PVH CORP,PVH,693656100,2335,166975.85,0.96
2022-04-07,CTRU,SKYWORKS SOLUTIONS INC,SWKS,83088M102,1344,167301.12,0.96
2022-04-07,CTRU,SONOS INC,SONO,83570H108,6400,168576.00,0.96
2022-04-07,CTRU,TWILIO INC - A,TWLO,90138F102,1099,168542.64,0.96
2022-04-07,CTRU,CARDLYTICS INC,CDLX,14161W105,3232,165898.56,0.95
2022-04-07,CTRU,OWENS & MINOR INC,OMI,690732102,4041,166085.10,0.95
2022-04-07,CTRU,SNOWFLAKE INC-CLASS A,SNOW,833445109,785,166490.65,0.95
2022-04-07,CTRU,STARBUCKS CORP,SBUX,855244109,1977,164802.72,0.94
2022-04-07,CTRU,ALLEGRO MICROSYSTEMS INC,ALGM,01749D105,6362,163248.92,0.93
2022-04-07,CTRU,BEYOND MEAT INC,BYND,08862E109,3734,162653.04,0.93
2022-04-07,CTRU,DATADOG INC - CLASS A,DDOG,23804L103,1187,162939.49,0.93
2022-04-07,CTRU,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,2358,163315.08,0.93
2022-04-07,CTRU,AMKOR TECHNOLOGY INC,AMKR,031652100,8214,160665.84,0.92
2022-04-07,CTRU,CHARGEPOINT HOLDINGS INC,CHPT,15961R105,9073,160955.02,0.92
2022-04-07,CTRU,NVIDIA CORP,NVDA,67066G104,653,159377.71,0.91
2022-04-07,CTRU,GATES INDUSTRIAL CORP PLC,GTES,G39108108,12011,157704.43,0.90
2022-04-07,CTRU,ENTEGRIS INC,ENTG,29362U104,1370,154782.60,0.89
2022-04-07,CTRU,MAXLINEAR INC,MXL,57776J100,3057,146552.58,0.84
2022-04-07,CTRU,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,38056,38055.72,0.22
